platform,post_id,comment,topic,neg_sentiment (%),pos_sentiment (%),neu_sentiment (%),actionable_insight,date
instagram,DM-MJwWstwh,🔥🔥🔥🔥❤️🤍❤️🤍❤️💡💡💡,Mauro JR appreciation,8.46,83.09,8.46,Develop content reflecting and celebrating fan enthusiasm.,
instagram,DM-MJwWstwh,@baggiowallenburg,Baggiow mentioned,8.0,21.39,70.6,Address fan mentions and interactions on social media.,
instagram,DM-MJwWstwh,Eeuwig zonde dat Fernandes naar Juventus was gegaan.. was misschien wel de beste van dit team,Fernandes regret,29.08,12.18,58.74,Produce content analyzing the impact of past player transfers.,
instagram,DM-MJwWstwh,joel piroe 💔,Piroe sadness,72.84,8.08,19.08,Create content focused on fan reactions to player departures.,
instagram,DMM49uushxK,🔥🔥🔥,Emoji appreciation,8.44,83.13,8.44,→ Schedule interactive content featuring Xavier Simons.,
instagram,DMM49uushxK,🔥,Emoji appreciation,8.45,83.09,8.45,→ Develop a social media campaign celebrating enduring fan loyalty.,
instagram,DMM49uushxK,forever on of us🖤🤍💚,Fan loyalty,8.5,83.01,8.5,→ Investigate and address concerns regarding youth squad transitions.,
instagram,DMM49uushxK,💚🤍🖤,Fan loyalty,8.53,82.94,8.53,→ Create engaging content responding to diverse fan expressions.,
instagram,DMM49uushxK,🔥🔥🔥🔥,Emoji appreciation,8.43,83.13,8.43,→  Conduct a fan sentiment analysis to identify key areas for improvement.,
instagram,DMM49uushxK,🖤🤍💚,Fan loyalty,8.54,82.92,8.54,→  Craft targeted messaging to counteract negative comparisons.,
instagram,DMM49uushxK,Met wie was die cheap fifa link ook alweer fifa 17 ofzo? 😂 remy?,Remy question (FIFA),10.44,16.01,73.54,→  Implement a system for promptly addressing player performance concerns.,
instagram,DMM49uushxK,Amazing 🔥,Positive sentiment,8.44,83.13,8.44,→  Recognize and amplify positive fan sentiment across platforms.,
instagram,DMM49uushxK,Veel succes in Eindhoven ! 🖤🤍💚,Good wishes (Eindhoven),8.4,83.19,8.4,→  Explore opportunities to foster cross-cultural fan connections.,
instagram,DMLfuP9sKKm,🔥,Emoji appreciation,8.45,83.09,8.45,→  Generate content acknowledging and appreciating fan engagement.,
instagram,DMLfuP9sKKm,Succes in Duitsland Johan. Vlammen daar 🔥,"Good wishes (Johan), Germany",8.48,83.04,8.48,UNKNOWN,
instagram,DMLfuP9sKKm,Come to @besiktas,Besiktas support,7.66,59.38,32.96,UNKNOWN,
instagram,DMLfuP9sKKm,"Als je het weet ga je het zien, @anne.essing !",Criticism (Anne Essing),10.7,24.1,65.2,UNKNOWN,
instagram,DMLfuP9sKKm,❤️,Heart emoji appreciation,8.47,81.58,9.95,UNKNOWN,
instagram,DMLfuP9sKKm,Veel succes Johan je blijft voor altijd in ons hart❤️🤍❤️,Enduring loyalty (Johan),8.49,83.03,8.49,UNKNOWN,
instagram,DMLfuP9sKKm,Veel succes Johan 🔥🇧🇪❤️,"Good wishes (Johan), Germany",8.42,83.16,8.42,UNKNOWN,
instagram,DMLfuP9sKKm,En toch verplaats naar de jeugd zonde,Youth squad disappointment,71.74,8.04,20.22,UNKNOWN,
instagram,DMLfuP9sKKm,,Irrelevant comment,72.29,8.11,19.6,UNKNOWN,
instagram,DMK1UpGMoem,🔥🔥🔥,Emoji appreciation,8.44,83.13,8.44,UNKNOWN,
instagram,DMK1UpGMoem,Make it 3 with a legendary comeback @xavisimons 😏💕,Xavier Simons admiration,8.52,82.81,8.67,UNKNOWN,
instagram,DMK1UpGMoem,Earnest is lekker aan het koken maar ik mis nog wat extra middenvelder en een aanvaller,Midfielder/Attacker Needs,9.69,18.96,71.35,→ Schedule additional midfielder and forward training to bolster the squad.,
instagram,DMK1UpGMoem,Mooi duo,Duality (Team Partnership),8.15,17.78,74.07,→ Highlight successful on-field partnerships in marketing materials.,
instagram,DMK1UpGMoem,Een compleet nieuw elftal 🔥🔥,New Lineup Request,8.0,71.65,20.35,→ Explore alternative lineup combinations based on fan suggestions.,
instagram,DMK1UpGMoem,🔥,Enthusiastic Support,8.42,83.17,8.42,→ Amplify positive fan sentiment across all platforms.,
instagram,DMK1UpGMoem,Earnest is cooking ❤️🤍❤️,Earnest Appreciation,8.41,80.68,10.91,→ Continue promoting Earnest’s progress and dedication.,
instagram,DMK1UpGMoem,Earnie is cooking 🧑‍🍳,Earnest Appreciation,8.17,75.76,16.07,→ Continue promoting Earnest’s progress and dedication.,
instagram,DMKySZusFNA,❤️❤️❤️,Appreciation,8.47,83.05,8.47,→ Maintain consistent positive fan engagement strategies.,
instagram,DMKySZusFNA,Mart = 🐐,Mart – Idolization,7.79,64.45,27.76,→ Officially investigate the feasibility of a Walk of Fame tribute for Mart.,
instagram,DMKySZusFNA,Mart👀 in Madame tusaud!😂,Mart – Wax Figure Encounter (Humor),8.02,21.59,70.4,→ Acknowledge and appreciate vd Wildenberg’s contributions.,
instagram,DMKySZusFNA,🇫🇷 LA FRENCH TOUCH ❤️🤍,French Player Appreciation,8.52,82.96,8.52,→ Maintain consistent positive fan engagement strategies.,
instagram,DMKySZusFNA,🐐,Mart – Idolization,7.63,55.05,37.32,→ Officially investigate the feasibility of a Walk of Fame tribute for Mart.,
instagram,DMKySZusFNA,Het wordt tijd dat we @martjevdh zijn eigen tegel op de Walk Of Fame gaan geven. Living Legend 🙌,Mart – Walk of Fame Request,8.39,80.2,11.42,→ Acknowledge and appreciate vd Wildenberg’s contributions.,
instagram,DMKySZusFNA,Dank je wel wereldsterren van vd Wildenberg 🙌,Player Appreciation (vd Wildenberg),8.48,81.8,9.72,→ Maintain consistent positive fan engagement strategies.,
instagram,DMKySZusFNA,😍,Appreciation,8.46,83.08,8.46,→ Explore creating player introduction videos for fan engagement.,
instagram,DMKySZusFNA,👏👏👏,Appreciation,8.54,82.86,8.6,→ Utilize humorous comparisons to increase Obispo's visibility.,
instagram,DMKySZusFNA,"Hoeveelste speler is dit nu die jij begeleid, Martje. Super 👏🔥",Mart – Coaching Inquiry,8.4,80.26,11.34,→ Explore creating player introduction videos for fan engagement.,
instagram,DMK9KJos4BZ,📨📩,Request - Video Introductions,8.43,11.03,80.54,→ Recognize and celebrate Guus’s legacy through fan interactions.,
instagram,DMK9KJos4BZ,Obispo 2.0 😂,Obispo Comparison (Humor),9.93,24.32,65.75,UNKNOWN,
instagram,DMK9KJos4BZ,Misschien leuk om een de spelers filmpjes te laten maken waarin ze zichzelf voorstellen zodat we ook weten hoe de namen uitgesproken worden😂,Request - Player Introductions (Humor),8.13,20.19,71.68,UNKNOWN,
instagram,DMK9KJos4BZ,Meer Guus,Guus Appreciation,7.66,36.48,55.86,UNKNOWN,
instagram,DMK9KJos4BZ,Passt gut auf diesen guten Jungen auf ! ❤️😍🙌,Luuk’s post engagement,8.42,83.16,8.42,→ Schedule a shirt giveaway to increase fan engagement.,
instagram,DMK9KJos4BZ,Luuk liked veel posts 😢😢😢,Luuk’s negative sentiment,70.02,7.96,22.02,→ Investigate Scofieldd’s fitness levels to address fan concerns.,
instagram,DMK9KJos4BZ,🔥🔥🔥,General enthusiasm,8.45,83.1,8.45,→ Create content celebrating general fan enthusiasm.,
instagram,DMK9KJos4BZ,Next kees smit 🔥🔥🔥,Keen interest in Kees Smit,7.63,42.5,49.87,→ Prioritize Kees Smit's development based on fan interest.,
instagram,DMLm1_7sdrs,🇲🇦🇲🇦🥇🥇,Moroccan fan support,7.85,67.12,25.03,→ Highlight Moroccan fans’ support in marketing materials.,
instagram,DMLm1_7sdrs,Wilde haren kwijt?!🤣,Fitness concern (regarding unnamed player),32.02,7.79,60.19,→ Conduct a fitness assessment for the player generating concern.,
instagram,DMLm1_7sdrs,"please let him go to milan or any other club , it s not fair !!!!",Player request for transfer (unnamed player),71.95,8.02,20.03,→ Facilitate player transfers if a significant portion of fans request it.,
instagram,DMLm1_7sdrs,😂,Harmless banter,23.82,27.02,49.15,→ Maintain lighthearted banter in social media strategy.,
instagram,DMLm1_7sdrs,👏🔥🔥🙌🙌❤️ wld lblad,Fan enthusiasm/support,8.42,83.15,8.42,→ Amplify fan enthusiasm and support across all platforms.,
instagram,DMLm1_7sdrs,👏👏👏,Positive reinforcement,8.48,83.04,8.48,→ Acknowledge and respond to positive comments to foster loyalty.,
instagram,DMKujxcsQlT,🔥,General enthusiasm,8.47,83.06,8.47,→ Continuously gauge fan interest in Eric’s performance.,
instagram,DMKujxcsQlT,🔥🔥🔥🙌,Continued support for Eric (player name),8.42,83.17,8.42,→ Generate content focused on Eric’s contributions.,
instagram,DMKujxcsQlT,👍 Bonne continuation à Toi Éric,Continued support for Eric (player name),8.31,78.74,12.96,→  Recognize and appreciate fan support for Eric.,
instagram,DMKujxcsQlT,🔥🔥🇨🇵🇨🇵🍾🍾,Continued support for Eric (player name),8.45,83.11,8.45,→  Develop content celebrating Eric’s support.,
instagram,DMKujxcsQlT,👏🙌👏,Fan enthusiasm/support,8.48,83.05,8.48,→  Encourage fans to express support for Eric.,
instagram,DMKujxcsQlT,Welkom bij ONS PSV,Welcome new player,8.03,72.53,19.43,→  Welcome new players with a dedicated social media campaign.,
instagram,DMKujxcsQlT,❤️❤️❤️,Fan enthusiasm/support,8.47,83.05,8.47,→  Organize a shirt giveaway based on fan requests.,
instagram,DMKujxcsQlT,Hebben jullie genoeg shirts met al die aankopen die er eentje weggeven?,Shirt giveaway request,8.21,17.24,74.55,→  Celebrate French fan support in promotional efforts.,
instagram,DMKujxcsQlT,🇫🇷💯💪🏻,French fan support,8.35,79.21,12.44,→  Promote local fan pride and support within Eindhoven.,
instagram,DMKboR_MV7b,La cava peter ❤️🤍 WIJ ZIJN EINDHOVEN 🇫🇷,Local fan pride/support,8.52,82.96,8.52,UNKNOWN,
instagram,DMKboR_MV7b,😮😮😮🔥,Fan excitement,8.43,83.15,8.43,Increase social media engagement with celebratory content.,
instagram,DMKboR_MV7b,,,15.81,19.73,64.45,Implement a fitness improvement plan for the mentioned player.,
instagram,DMKboR_MV7b,🔥,Fan excitement,8.44,83.12,8.44,Address fan concerns regarding the streaming service’s value.,
instagram,DMKboR_MV7b,Komen er ook nog trainingsbeelden op dat psv+ is vooralsnog een behoorlijke oplichting,Streaming service criticism,29.76,8.88,61.36,Encourage players to demonstrate a competitive and aggressive mindset.,
instagram,DMKboR_MV7b,We need real warriors 😈,Player mentality demand,21.86,25.03,53.11,Correct player misidentification through clear visuals and introductions.,
instagram,DMKboR_MV7b,"Is this Snoop Dog? 😍 Top goal scorrer next season, because 🌱🍃😂",Player misidentification (Snoop Dogg),8.27,77.38,14.35,Highlight Earnie’s strong performance in marketing materials.,
instagram,DMKboR_MV7b,Earnie on fire🔥🔥,Player performance (Earnie),8.46,81.59,9.96,Boost fan morale with supportive messaging and graphics.,
instagram,DM5xj1QMfT2,👏👏,Fan encouragement,8.52,82.96,8.52,Challenge players to embrace a dominant and assertive playing style.,
instagram,DM5xj1QMfT2,"Yes!!!!! Another reason why we such at soccer another primadonna that can’t make it in football or hockey …let’s wake up!!!!! Please! So embarrassing how bad we sick we can’t even beat Mexico consistently and they SUCk !!!! And no PC they suck!!!! Ponytails , little wimps",Player mentality criticism (primadonna),82.73,8.54,8.73,Clarify player roles and responsibilities through improved communication.,
instagram,DM5xj1QMfT2,DEST i miss u 🤩,Player longing (Dest),8.97,63.42,27.61,Increase promotion of Dest’s skill set and potential.,
instagram,DM5xj1QMfT2,This club will never win another UCL with the small club mentality starting with this guy 💀,Club mentality criticism,78.06,8.29,13.65,Foster a proactive and ambitious mindset among players.,
instagram,DM5xj1QMfT2,Dest 🔥🔥🔥🔴⚪💡🐐,Player performance (Dest),8.03,71.13,20.84,Provide constructive criticism to the player in question.,
instagram,DM5xj1QMfT2,Really wanna see him go far,Player ambition,8.39,80.16,11.44,Showcase player affection through personalized content.,
instagram,DM5xj1QMfT2,This guy blows,Player criticism,77.65,8.29,14.06,Explore comparisons to top performers for promotional purposes.,
instagram,DM5xj1QMfT2,My RB!,Player affection,8.5,83.01,8.5,Celebrate team accomplishments with engaging visual content.,
instagram,DM5xj1QMfT2,Sergino Dest always better than USWNT 😂🤣,Player comparison (USWNT),17.82,31.91,50.28,Generate excitement via visual content and interactive campaigns.,
instagram,DM5y0HvMaWl,Dit is enige die zijn gaan winnen kampioen wordt feynoord  beker winnaar wordt feynoord en uitschakeling ucl 😂,Rival team prediction (Feyenoord),8.43,20.48,71.09,UNKNOWN,
instagram,DM5y0HvMaWl,🔥🔥🔥🔴⚪💡,Fan excitement,8.44,83.12,8.44,UNKNOWN,
instagram,DM5y0HvMaWl,Champions 🏆 Congratulations!,Team achievement celebration,8.42,83.16,8.42,UNKNOWN,
instagram,DM5y0HvMaWl,🏆🏆15😍😍❤️🤍💡💡💪🏽💪🏽🔥🔥,Fan excitement,8.4,83.21,8.4,UNKNOWN,
instagram,DM5y0HvMaWl,🙌❤️,Fan enthusiasm,8.42,83.17,8.42,Create content celebrating fan enthusiasm to amplify positive sentiment.,
instagram,DM5y0HvMaWl,🔥🔥 Heerlijk om mee gemaakt te hebben 🤩🔴⚪️,Player appreciation (Nabil Aank),8.45,83.11,8.45,Highlight Nabil Aank’s contributions in post-match analysis.,
instagram,DM5y0HvMaWl,,,15.81,19.73,64.45,Do not make recommendations.,
instagram,DM5y0HvMaWl,❤️❤️,Fan enthusiasm,8.43,83.15,8.43,Create content celebrating fan enthusiasm to amplify positive sentiment.,
instagram,DMKXk-pMYyh,🇫🇷👌👍🏻🙏Bonne chance aux Pays-Bas. J'aurais aimé te voir continuer en Allemagne. Excellent joueur. Je t'observe depuis des années.💪🔥🇩🇪,Player wish (Nabil Aank),8.49,83.01,8.49,Feature Nabil Aank’s performance in upcoming player highlights.,
instagram,DMKXk-pMYyh,Klasse super Glückwunsch sehr gut,Player praise (Nabil Aank),7.77,63.67,28.56,Acknowledge and appreciate Nabil Aank’s performance.,
instagram,DMKXk-pMYyh,Scf 😢😢😢😢😢,Fan sadness (Nabil Aank),77.2,8.25,14.55,Acknowledge and appreciate Nabil Aank’s performance.,
instagram,DMKXk-pMYyh,Mach’s gut Kilian 🙌,Player farewell (Kilian Mbappé),7.84,65.97,26.19,Develop content showcasing Noa Nakamoto’s potential.,
instagram,DMKXk-pMYyh,Du wirst uns beim SC fehlen! Ich wünsche dir viel Erfolg und dass du gesund bleibst. Vielen Dank für deinen Einsatz.,Player wish (Nabil Aank),7.73,35.96,56.32,Highlight Tomáš Pekarnić’s defensive strengths in future content.,
instagram,DMKXk-pMYyh,❤️❤️❤️❤️Welkom.,Fan welcome,8.42,83.17,8.42,Welcome new fans with personalized social media greetings.,
instagram,DM553P_stPp,We gonna treat him well 💙🤍💎 the Poet 🔥,Player appreciation (Nabil Aank),8.48,83.04,8.48,Showcase Tomáš Pekarnić’s key defensive moments.,
instagram,DM553P_stPp,👏🏼,Fan enthusiasm,8.44,83.12,8.44,Create content celebrating fan enthusiasm to amplify positive sentiment.,
instagram,DM553P_stPp,🔥🔥🔥,Fan enthusiasm,8.47,83.06,8.47,Create content celebrating fan enthusiasm to amplify positive sentiment.,
instagram,DM553P_stPp,,,15.81,19.73,64.45,Do not make recommendations.,
instagram,DM553P_stPp,♥️🤍🔴⚪️,Fan support,8.51,82.99,8.51,Develop content showcasing Luuk de Jong’s impact.,
instagram,DM553P_stPp,Luuk de Goat ❤️,Player praise (Luuk de Jong),8.49,83.02,8.49,Develop content showcasing Luuk de Jong’s impact.,
instagram,DM553P_stPp,🔴⚪️🔴⚪️❤️,Fan support,8.5,82.21,9.29,Develop content showcasing Luuk de Jong’s impact.,
instagram,DM5v4ywsFbq,Our star “today”?,Player evaluation (Noa Nakamoto),8.56,8.56,82.88,Create content analyzing Noa Nakamoto’s contributions.,
instagram,DM5v4ywsFbq,Gadljivo,,15.8,16.38,67.81,Do not make recommendations.,
instagram,DM5v4ywsFbq,"Speelde erg goed maar voor mij was Flamingo de ster deze wedstrijd. Die man won echt al z’n duels! Daarnaast Guul, Jerdy en Yarek ook sterk gespeeld.",Player evaluation (Tomáš Pekarnić),7.6,44.88,47.52,Feature Tomáš Pekarnić’s duel-winning abilities in training footage.,
instagram,DM5v4ywsFbq,@nicole.adriaanse bruges boy 🔵⚫️,Bruges support,7.89,68.66,23.45,→ Schedule content highlighting Matej Vydra’s arrival and potential.,
instagram,DM5v4ywsFbq,Mauro 🚀🚀,Mauro enthusiasm,8.35,79.6,12.05,→ Create content celebrating Dest’s performance and potential.,
instagram,DM5v4ywsFbq,,Unspecified support,42.1,7.68,50.21,→ Develop a strategy to counter negative comparisons with Ajax.,
instagram,DM5v4ywsFbq,🇭🇷🇭🇷🦾🦾,Croatian player backing,7.99,22.52,69.49,→ Respond to fan requests for less dramatic game presentations.,
instagram,DM5uZGSMi1H,❤️🤍,PSV colors support,8.43,81.14,10.43,→ Invest in content recognizing and celebrating Brazilian player support.,
instagram,DM5uZGSMi1H,Guus kanTILde de wedstrijd eigenhandig😂😂,Guus tactical review,25.1,11.59,63.31,"→ Address fan concerns about player fitness, specifically regarding Scofieldd.",
instagram,DM5uZGSMi1H,🥳🥳,General excitement,8.38,83.23,8.38,→ Develop a social media campaign acknowledging and appreciating fan enthusiasm.,
instagram,DM5uZGSMi1H,👏👏👏👏👏,Positive encouragement,8.47,83.06,8.47,→ Craft positive messaging to reinforce PSV’s fanbase and identity.,
instagram,DM5uZGSMi1H,heerlijk,Positive sentiment,8.19,76.02,15.79,→ Explore options for fan engagement through open training sessions.,
instagram,DM5uZGSMi1H,POTM: Sergiño Dest🇺🇲,Dest POTM,7.99,24.21,67.8,→ Encourage fan participation with interactive polls and questions.,
